Country,Date,Total Cases,Deaths,Recovered,Active Cases
Iraq,2020-03-02,9,0,0,9
Iraq,2020-03-03,9,1,0,8
Iraq,2020-03-04,32,2,0,30
Iraq,2020-03-05,32,2,0,30
Iraq,2020-03-06,32,2,0,30
Iraq,2020-03-07,32,2,1,29
Iraq,2020-03-08,32,2,1,29
Iraq,2020-03-09,67,7,1,59
Iraq,2020-03-10,71,9,16,46
Iraq,2020-03-11,71,10,16,45
Iraq,2020-03-12,79,10,16,53
Iraq,2020-03-13,79,10,16,53
Iraq,2020-03-14,110,10,26,74
Iraq,2020-03-15,124,10,26,88
Iraq,2020-03-16,133,10,32,91
Iraq,2020-03-17,154,11,41,102
Iraq,2020-03-18,164,12,41,111
Iraq,2020-03-19,192,13,49,130
Iraq,2020-03-20,208,17,49,142
Iraq,2020-03-21,214,17,52,145
Iraq,2020-03-22,233,20,57,156
Iraq,2020-03-23,266,23,62,181
Iraq,2020-03-24,316,27,75,214
Iraq,2020-03-25,346,29,89,228
Iraq,2020-03-26,382,36,105,241
Iraq,2020-03-27,458,40,122,296
Iraq,2020-03-28,506,42,131,333
Iraq,2020-03-29,547,42,143,362
Iraq,2020-03-30,630,46,152,432
Iraq,2020-03-31,695,50,170,475
Iraq,2020-04-01,728,52,182,494
Iraq,2020-04-02,772,54,202,516
Iraq,2020-04-03,820,54,226,540
Iraq,2020-04-04,878,56,259,563
Iraq,2020-04-05,961,61,279,621
Iraq,2020-04-06,"1,031",64,344,623
Iraq,2020-04-07,"1,122",65,373,684
Iraq,2020-04-08,"1,202",69,452,681
Iraq,2020-04-09,"1,232",69,496,667
Iraq,2020-04-10,"1,279",70,550,659
Iraq,2020-04-11,"1,318",72,601,645
Iraq,2020-04-12,"1,352",76,640,636
Iraq,2020-04-13,"1,378",78,717,583
Iraq,2020-04-14,"1,400",78,766,556
Iraq,2020-04-15,"1,415",79,812,524
Iraq,2020-04-16,"1,434",80,856,498
Iraq,2020-04-17,"1,434",80,,
Iraq,2020-04-18,"1,434",80,,
Iraq,2020-04-19,"1,434",80,,
Estonia,2020-02-27,1,0,0,1
Estonia,2020-02-28,1,0,0,1
Estonia,2020-02-29,1,0,0,1
Estonia,2020-03-01,1,0,0,1
Estonia,2020-03-02,1,0,0,1
Estonia,2020-03-02,2,0,0,2
Estonia,2020-03-03,3,0,0,3
Estonia,2020-03-04,3,0,0,3
Estonia,2020-03-05,5,0,0,5
Estonia,2020-03-06,10,0,0,10
Estonia,2020-03-09,10,0,0,10
Estonia,2020-03-10,13,0,0,13
Estonia,2020-03-11,17,0,0,17
Estonia,2020-03-12,41,0,0,41
Estonia,2020-03-13,79,0,0,79
Estonia,2020-03-14,115,0,1,114
Estonia,2020-03-15,171,0,1,170
Estonia,2020-03-16,205,0,1,204
Estonia,2020-03-17,225,0,1,224
Estonia,2020-03-18,258,0,1,257
Estonia,2020-03-19,267,0,1,266
Estonia,2020-03-20,283,0,1,282
Estonia,2020-03-21,306,0,2,304
Estonia,2020-03-22,326,0,4,322
Estonia,2020-03-23,352,0,4,348
Estonia,2020-03-24,369,0,8,361
Estonia,2020-03-25,404,1,8,395
Estonia,2020-03-26,538,1,8,529
Estonia,2020-03-27,575,1,11,563
Estonia,2020-03-28,640,1,20,619
Estonia,2020-03-29,679,3,20,656
Estonia,2020-03-30,715,3,22,690
Estonia,2020-03-31,745,4,26,715
Estonia,2020-04-01,779,5,33,741
Estonia,2020-04-02,858,11,45,802
Estonia,2020-04-03,961,12,48,901
Estonia,2020-04-04,"1,018",13,59,946
Estonia,2020-04-05,"1,097",15,62,1020
Estonia,2020-04-06,"1,108",19,62,1027
Estonia,2020-04-07,"1,149",21,69,1059
Estonia,2020-04-08,"1,185",24,72,1089
Estonia,2020-04-09,"1,207",24,83,1100
Estonia,2020-04-10,"1,258",24,93,1141
Estonia,2020-04-11,"1,304",24,93,1187
Estonia,2020-04-12,"1,309",25,98,1186
Estonia,2020-04-13,"1,332",27,102,1203
Estonia,2020-04-14,"1,373",31,115,1227
Estonia,2020-04-15,"1,400",35,117,1248
Estonia,2020-04-16,"1,434",36,133,1265
Estonia,2020-04-17,"1,459",38,145,1276
Estonia,2020-04-18,"1,512",38,162,1312
Estonia,2020-04-19,"1,528",40,164,1324
Estonia,2020-04-20,1535,40,165,1330
Uzbekistan,2020-03-15,1,0,0,1
Uzbekistan,2020-03-16,6,0,0,6
Uzbekistan,2020-03-17,10,0,0,10
Uzbekistan,2020-03-18,15,0,0,15
Uzbekistan,2020-03-19,23,0,0,23
Uzbekistan,2020-03-20,33,0,0,33
Uzbekistan,2020-03-21,43,0,0,43
Uzbekistan,2020-03-22,43,0,0,43
Uzbekistan,2020-03-23,46,0,0,46
Uzbekistan,2020-03-24,50,0,0,50
Uzbekistan,2020-03-25,60,0,0,60
Uzbekistan,2020-03-26,75,0,0,75
Uzbekistan,2020-03-27,88,1,5,82
Uzbekistan,2020-03-28,104,2,5,97
Uzbekistan,2020-03-29,144,2,7,135
Uzbekistan,2020-03-30,149,2,7,140
Uzbekistan,2020-03-31,172,2,7,163
Uzbekistan,2020-04-01,181,2,12,167
Uzbekistan,2020-04-02,205,2,25,178
Uzbekistan,2020-04-03,227,2,25,200
Uzbekistan,2020-04-04,266,2,25,239
Uzbekistan,2020-04-05,342,2,30,310
Uzbekistan,2020-04-06,457,2,30,425
Uzbekistan,2020-04-07,520,2,30,488
Uzbekistan,2020-04-08,545,3,30,512
Uzbekistan,2020-04-09,582,3,38,541
Uzbekistan,2020-04-10,624,3,42,579
Uzbekistan,2020-04-11,767,4,42,721
Uzbekistan,2020-04-12,865,4,66,795
Uzbekistan,2020-04-13,998,4,85,909
Uzbekistan,2020-04-14,1165,4,99,1062
Uzbekistan,2020-04-15,1275,4,107,1164
Uzbekistan,2020-04-16,1349,4,129,1216
Uzbekistan,2020-04-17,1390,4,140,1246
Uzbekistan,2020-04-18,1490,5,194,1291
Uzbekistan,2020-04-19,1543,5,225,1313
Uzbekistan,2020-04-20,1604,5,261,1338
Azerbaijan,2020-02-28,1,0,0,1
Azerbaijan,2020-02-29,3,0,0,3
Azerbaijan,2020-03-01,3,0,0,3
Azerbaijan,2020-03-02,3,0,0,3
Azerbaijan,2020-03-03,3,0,0,3
Azerbaijan,2020-03-04,3,0,0,3
Azerbaijan,2020-03-05,6,0,0,6
Azerbaijan,2020-03-06,9,0,0,9
Azerbaijan,2020-03-07,9,0,0,9
Azerbaijan,2020-03-08,9,0,0,9
Azerbaijan,2020-03-09,11,0,0,11
Azerbaijan,2020-03-10,13,0,3,10
Azerbaijan,2020-03-11,15,0,3,12
Azerbaijan,2020-03-12,15,1,3,11
Azerbaijan,2020-03-13,19,1,3,15
Azerbaijan,2020-03-14,19,1,6,12
Azerbaijan,2020-03-15,25,1,6,18
Azerbaijan,2020-03-16,25,1,6,18
Azerbaijan,2020-03-17,34,1,6,27
Azerbaijan,2020-03-18,34,1,10,23
Azerbaijan,2020-03-19,44,1,10,33
Azerbaijan,2020-03-20,44,1,10,33
Azerbaijan,2020-03-21,53,1,10,42
Azerbaijan,2020-03-22,65,1,10,54
Azerbaijan,2020-03-23,72,1,10,61
Azerbaijan,2020-03-24,87,1,10,76
Azerbaijan,2020-03-25,93,2,10,81
Azerbaijan,2020-03-26,122,3,15,104
Azerbaijan,2020-03-27,165,3,15,147
Azerbaijan,2020-03-28,182,4,15,163
Azerbaijan,2020-03-29,209,4,15,190
Azerbaijan,2020-03-30,273,4,26,243
Azerbaijan,2020-03-31,298,5,26,267
Azerbaijan,2020-04-01,359,5,26,328
Azerbaijan,2020-04-02,400,5,26,369
Azerbaijan,2020-04-03,443,5,32,406
Azerbaijan,2020-04-04,521,5,32,484
Azerbaijan,2020-04-05,584,7,32,545
Azerbaijan,2020-04-06,641,7,44,590
Azerbaijan,2020-04-07,717,8,44,665
Azerbaijan,2020-04-08,822,8,63,751
Azerbaijan,2020-04-09,926,9,101,816
Azerbaijan,2020-04-10,991,10,159,822
Azerbaijan,2020-04-11,1058,11,200,847
Azerbaijan,2020-04-12,1098,11,250,837
Azerbaijan,2020-04-13,1148,12,289,847
Azerbaijan,2020-04-14,1197,13,351,833
Azerbaijan,2020-04-15,1253,13,404,836
Azerbaijan,2020-04-16,1283,15,460,808
Azerbaijan,2020-04-17,1340,15,528,797
Azerbaijan,2020-04-18,1373,18,590,765
Azerbaijan,2020-04-19,1373,19,712,642
Slovenia,2020-03-04,1,0,0,1
Slovenia,2020-03-05,6,0,0,6
Slovenia,2020-03-06,8,0,0,8
Slovenia,2020-03-07,12,0,0,12
Slovenia,2020-03-08,16,0,0,16
Slovenia,2020-03-09,25,0,0,25
Slovenia,2020-03-10,34,0,0,34
Slovenia,2020-03-11,57,0,0,57
Slovenia,2020-03-12,96,0,0,96
Slovenia,2020-03-13,131,0,0,131
Slovenia,2020-03-14,179,1,0,178
Slovenia,2020-03-15,215,1,0,214
Slovenia,2020-03-16,250,1,0,249
Slovenia,2020-03-17,277,1,0,276
Slovenia,2020-03-18,287,1,3,283
Slovenia,2020-03-19,319,1,6,312
Slovenia,2020-03-20,342,1,18,323
Slovenia,2020-03-21,368,1,26,341
Slovenia,2020-03-22,406,2,28,376
Slovenia,2020-03-23,440,3,32,405
Slovenia,2020-03-24,476,4,35,437
Slovenia,2020-03-25,526,5,37,484
Slovenia,2020-03-26,562,7,42,513
Slovenia,2020-03-27,632,9,48,575
Slovenia,2020-03-28,684,9,54,621
Slovenia,2020-03-29,730,11,54,665
Slovenia,2020-03-30,756,11,57,688
Slovenia,2020-03-31,802,15,64,723
Slovenia,2020-04-01,841,17,73,751
Slovenia,2020-04-02,897,18,78,801
Slovenia,2020-04-03,934,20,83,831
Slovenia,2020-04-04,977,22,93,862
Slovenia,2020-04-05,997,28,98,871
Slovenia,2020-04-06,"1,020",30,102,888
Slovenia,2020-04-07,"1,055",36,115,904
Slovenia,2020-04-08,"1,091",40,120,931
Slovenia,2020-04-09,"1,124",43,128,953
Slovenia,2020-04-10,"1,160",45,137,978
Slovenia,2020-04-11,"1,188",50,148,990
Slovenia,2020-04-12,"1,205",53,150,1002
Slovenia,2020-04-13,"1,212",55,152,1005
Slovenia,2020-04-14,"1,220",56,152,1012
Slovenia,2020-04-15,"1,248",61,165,1022
Slovenia,2020-04-16,"1,269",61,174,1034
Slovenia,2020-04-17,"1,305",66,183,1056
Slovenia,2020-04-18,"1,318",70,191,1057
Slovenia,2020-04-19,"1,331",74,193,1064
Slovenia,2020-04-20,"1,336",77,194,1065
Bosnia and Herzegovina,2020-03-05,2,0,0,2
Bosnia and Herzegovina,2020-03-06,3,0,0,3
Bosnia and Herzegovina,2020-03-07,3,0,0,3
Bosnia and Herzegovina,2020-03-08,3,0,0,3
Bosnia and Herzegovina,2020-03-09,5,0,0,5
Bosnia and Herzegovina,2020-03-10,5,0,0,5
Bosnia and Herzegovina,2020-03-11,7,0,0,7
Bosnia and Herzegovina,2020-03-12,11,0,0,11
Bosnia and Herzegovina,2020-03-13,18,0,0,18
Bosnia and Herzegovina,2020-03-14,21,0,0,21
Bosnia and Herzegovina,2020-03-15,24,0,0,24
Bosnia and Herzegovina,2020-03-16,25,0,2,23
Bosnia and Herzegovina,2020-03-17,36,0,2,34
Bosnia and Herzegovina,2020-03-18,44,0,2,42
Bosnia and Herzegovina,2020-03-19,62,0,2,60
Bosnia and Herzegovina,2020-03-20,83,0,2,81
Bosnia and Herzegovina,2020-03-21,92,1,2,89
Bosnia and Herzegovina,2020-03-22,125,1,2,122
Bosnia and Herzegovina,2020-03-23,131,1,2,128
Bosnia and Herzegovina,2020-03-24,164,2,2,160
Bosnia and Herzegovina,2020-03-25,173,3,2,168
Bosnia and Herzegovina,2020-03-26,190,3,2,185
Bosnia and Herzegovina,2020-03-27,236,4,5,227
Bosnia and Herzegovina,2020-03-28,269,6,8,255
Bosnia and Herzegovina,2020-03-29,327,6,8,313
Bosnia and Herzegovina,2020-03-30,368,10,17,341
Bosnia and Herzegovina,2020-03-31,420,13,17,390
Bosnia and Herzegovina,2020-04-01,459,13,19,427
Bosnia and Herzegovina,2020-04-02,533,16,20,497
Bosnia and Herzegovina,2020-04-03,579,17,27,535
Bosnia and Herzegovina,2020-04-04,624,21,31,572
Bosnia and Herzegovina,2020-04-05,656,24,31,601
Bosnia and Herzegovina,2020-04-06,680,29,47,604
Bosnia and Herzegovina,2020-04-07,764,33,68,663
Bosnia and Herzegovina,2020-04-08,822,34,79,709
Bosnia and Herzegovina,2020-04-09,876,35,101,740
Bosnia and Herzegovina,2020-04-10,919,37,129,753
Bosnia and Herzegovina,2020-04-11,959,37,139,783
Bosnia and Herzegovina,2020-04-12,1013,39,193,781
Bosnia and Herzegovina,2020-04-13,1046,39,206,801
Bosnia and Herzegovina,2020-04-14,1077,41,234,802
Bosnia and Herzegovina,2020-04-15,1106,42,251,813
Bosnia and Herzegovina,2020-04-16,1164,44,275,845
Armenia,2020-03-01,1,0,0,1
Armenia,2020-03-02,1,0,0,1
Armenia,2020-03-03,1,0,0,1
Armenia,2020-03-04,1,0,0,1
Armenia,2020-03-05,1,0,0,1
Armenia,2020-03-06,1,0,0,1
Armenia,2020-03-07,1,0,0,1
Armenia,2020-03-08,1,0,0,1
Armenia,2020-03-09,1,0,0,1
Armenia,2020-03-10,1,0,0,1
Armenia,2020-03-11,4,0,0,4
Armenia,2020-03-12,6,0,0,6
Armenia,2020-03-13,13,0,0,13
Armenia,2020-03-14,20,0,0,20
Armenia,2020-03-15,28,0,1,27
Armenia,2020-03-16,45,0,1,44
Armenia,2020-03-17,78,0,1,77
Armenia,2020-03-18,110,0,1,109
Armenia,2020-03-19,136,0,1,135
Armenia,2020-03-20,160,0,1,159
Armenia,2020-03-21,190,0,2,188
Armenia,2020-03-22,194,0,2,192
Armenia,2020-03-23,235,0,2,233
Armenia,2020-03-24,265,0,16,249
Armenia,2020-03-25,290,0,18,272
Armenia,2020-03-26,329,1,28,300
Armenia,2020-03-27,372,1,28,343
Armenia,2020-03-28,424,3,30,391
Armenia,2020-03-29,482,3,30,449
Armenia,2020-03-30,532,3,30,499
Armenia,2020-03-31,571,3,31,537
Armenia,2020-04-01,663,4,33,626
Armenia,2020-04-02,736,7,43,686
Armenia,2020-04-03,770,7,43,720
Armenia,2020-04-04,822,7,57,758
Armenia,2020-04-05,833,8,62,763
Armenia,2020-04-06,853,8,87,758
Armenia,2020-04-07,881,9,114,758
Armenia,2020-04-08,921,10,138,773
Armenia,2020-04-09,937,11,149,777
Armenia,2020-04-10,967,13,173,781
Armenia,2020-04-11,"1,013",13,197,803
Armenia,2020-04-12,"1,039",14,211,814
Armenia,2020-04-13,"1,067",16,265,786
Armenia,2020-04-14,"1,111",17,297,797
Armenia,2020-04-15,"1,159",18,358,783
Armenia,2020-04-16,"1,201",19,402,780
Armenia,2020-04-17,"1,248",20,523,705
Lithuania,2020-02-28,1,0,0,1
Lithuania,2020-02-29,1,0,0,1
Lithuania,2020-03-01,1,0,0,1
Lithuania,2020-03-02,1,0,0,1
Lithuania,2020-03-03,1,0,0,1
Lithuania,2020-03-04,1,0,0,1
Lithuania,2020-03-05,1,0,0,1
Lithuania,2020-03-06,1,0,0,1
Lithuania,2020-03-07,1,0,0,1
Lithuania,2020-03-08,1,0,0,1
Lithuania,2020-03-09,1,0,0,1
Lithuania,2020-03-10,3,0,0,3
Lithuania,2020-03-11,3,0,0,3
Lithuania,2020-03-12,3,0,0,3
Lithuania,2020-03-13,6,0,0,6
Lithuania,2020-03-14,9,0,1,8
Lithuania,2020-03-15,11,0,1,10
Lithuania,2020-03-16,18,0,1,17
Lithuania,2020-03-17,26,0,1,25
Lithuania,2020-03-18,34,0,1,33
Lithuania,2020-03-19,48,0,1,47
Lithuania,2020-03-20,69,1,1,67
Lithuania,2020-03-21,99,1,1,97
Lithuania,2020-03-22,143,1,1,141
Lithuania,2020-03-23,179,1,1,177
Lithuania,2020-03-24,209,2,1,206
Lithuania,2020-03-25,274,4,1,269
Lithuania,2020-03-26,299,4,1,294
Lithuania,2020-03-27,358,5,1,352
Lithuania,2020-03-28,394,7,1,386
Lithuania,2020-03-29,437,7,1,429
Lithuania,2020-03-30,491,7,7,477
Lithuania,2020-03-31,537,8,7,522
Lithuania,2020-04-01,581,8,7,566
Lithuania,2020-04-02,649,9,7,633
Lithuania,2020-04-03,696,9,7,680
Lithuania,2020-04-04,771,11,7,753
Lithuania,2020-04-05,811,13,7,791
Lithuania,2020-04-06,843,15,8,820
Lithuania,2020-04-07,880,15,8,857
Lithuania,2020-04-08,912,15,8,889
Lithuania,2020-04-09,955,16,8,931
Lithuania,2020-04-10,999,22,54,923
Lithuania,2020-04-11,"1,026",23,54,949
Lithuania,2020-04-12,"1,053",23,93,937
Lithuania,2020-04-13,"1,062",24,101,937
Lithuania,2020-04-14,"1,070",29,101,940
Lithuania,2020-04-15,"1,091",30,138,923
Lithuania,2020-04-16,"1,128",32,178,918
Lithuania,2020-04-17,"1,149",33,210,906
Lithuania,2020-04-18,"1,239",33,228,978
Lithuania,2020-04-19,"1,298",37,242,1019
Lithuania,2020-04-20,"1,326",37,242,1047
Lithuania,2020-04-21,"1,348",37,298,1013
North Macedonia,2020-02-26,1,0,0,1
North Macedonia,2020-02-27,1,0,0,1
North Macedonia,2020-02-28,1,0,0,1
North Macedonia,2020-02-29,1,0,0,1
North Macedonia,2020-03-01,1,0,0,1
North Macedonia,2020-03-02,1,0,0,1
North Macedonia,2020-03-03,1,0,0,1
North Macedonia,2020-03-04,1,0,0,1
North Macedonia,2020-03-05,1,0,0,1
North Macedonia,2020-03-06,3,0,0,3
North Macedonia,2020-03-07,3,0,0,3
North Macedonia,2020-03-08,4,0,0,4
North Macedonia,2020-03-09,7,0,0,7
North Macedonia,2020-03-10,7,0,0,7
North Macedonia,2020-03-11,9,0,0,9
North Macedonia,2020-03-12,9,0,0,9
North Macedonia,2020-03-13,13,0,0,13
North Macedonia,2020-03-14,19,0,0,19
North Macedonia,2020-03-15,19,0,0,19
North Macedonia,2020-03-16,24,0,1,23
North Macedonia,2020-03-17,36,0,1,35
North Macedonia,2020-03-18,48,0,1,47
North Macedonia,2020-03-19,67,0,1,66
North Macedonia,2020-03-20,85,0,1,84
North Macedonia,2020-03-21,94,0,1,93
North Macedonia,2020-03-22,114,1,1,112
North Macedonia,2020-03-23,136,2,1,133
North Macedonia,2020-03-24,148,2,1,145
North Macedonia,2020-03-25,177,3,1,173
North Macedonia,2020-03-26,201,3,3,195
North Macedonia,2020-03-27,219,3,3,213
North Macedonia,2020-03-28,241,4,3,234
North Macedonia,2020-03-29,259,6,3,250
North Macedonia,2020-03-30,285,7,12,266
North Macedonia,2020-03-31,329,9,12,308
North Macedonia,2020-04-01,354,10,17,327
North Macedonia,2020-04-02,384,11,17,356
North Macedonia,2020-04-03,430,12,20,398
North Macedonia,2020-04-04,483,17,20,446
North Macedonia,2020-04-05,555,18,23,514
North Macedonia,2020-04-06,570,21,27,522
North Macedonia,2020-04-07,599,26,30,543
North Macedonia,2020-04-08,617,29,37,551
North Macedonia,2020-04-09,663,30,37,596
North Macedonia,2020-04-10,711,32,41,638
North Macedonia,2020-04-11,760,34,41,685
North Macedonia,2020-04-12,828,34,41,753
North Macedonia,2020-04-13,856,38,44,774
North Macedonia,2020-04-14,908,44,86,778
North Macedonia,2020-04-15,974,45,98,831
North Macedonia,2020-04-16,1081,46,121,914
North Macedonia,2020-04-17,1117,49,139,929
North Macedonia,2020-04-18,1170,164,49,957
North Macedonia,2020-04-19,1207,179,51,977
North Macedonia,2020-04-20,1225,200,54,971
New Zealand,2020-02-28,1,1,0,0
New Zealand,2020-02-29,1,1,0,0
New Zealand,2020-03-01,1,1,0,0
New Zealand,2020-03-02,1,1,0,0
New Zealand,2020-03-03,1,1,0,0
New Zealand,2020-03-04,2,1,0,1
New Zealand,2020-03-05,4,1,0,3
New Zealand,2020-03-06,4,1,0,3
New Zealand,2020-03-07,5,1,0,4
New Zealand,2020-03-08,5,1,0,4
New Zealand,2020-03-09,5,1,0,4
New Zealand,2020-03-10,5,1,0,4
New Zealand,2020-03-11,5,1,0,4
New Zealand,2020-03-12,5,1,0,4
New Zealand,2020-03-13,5,1,0,4
New Zealand,2020-03-14,6,1,0,5
New Zealand,2020-03-15,8,1,1,6
New Zealand,2020-03-16,8,1,1,6
New Zealand,2020-03-17,12,2,1,9
New Zealand,2020-03-18,20,4,1,15
New Zealand,2020-03-19,28,4,1,23
New Zealand,2020-03-20,39,5,1,33
New Zealand,2020-03-21,52,9,1,42
New Zealand,2020-03-22,66,9,1,56
New Zealand,2020-03-23,102,9,1,92
New Zealand,2020-03-24,155,11,12,132
New Zealand,2020-03-25,205,11,22,172
New Zealand,2020-03-26,283,12,27,244
New Zealand,2020-03-27,368,12,37,319
New Zealand,2020-03-28,451,13,50,388
New Zealand,2020-03-29,514,1,56,457
New Zealand,2020-03-30,589,1,63,525
New Zealand,2020-03-31,647,1,74,572
New Zealand,2020-04-01,708,1,82,625
New Zealand,2020-04-02,797,1,92,704
New Zealand,2020-04-03,868,1,103,764
New Zealand,2020-04-04,950,1,127,822
New Zealand,2020-04-05,"1,039",1,156,882
New Zealand,2020-04-06,"1,106",1,176,929
New Zealand,2020-04-07,"1,160",1,241,918
New Zealand,2020-04-08,"1,210",1,282,927
New Zealand,2020-04-09,"1,239",1,317,921
New Zealand,2020-04-10,"1,283",2,373,908
New Zealand,2020-04-11,"1,312",4,422,886
New Zealand,2020-04-12,"1,330",4,471,855
New Zealand,2020-04-13,"1,349",5,546,798
New Zealand,2020-04-14,"1,366",9,628,729
New Zealand,2020-04-15,"1,386",9,728,649
New Zealand,2020-04-16,"1,401",9,770,622
New Zealand,2020-04-17,"1,409",11,816,582
New Zealand,2020-04-18,"1,422",11,867,544
New Zealand,2020-04-19,"1,431",12,912,507
New Zealand,2020-04-20,"1,440",12,970,458
New Zealand,2020-04-21,"1,445",13,1006,426
Oman,2020-02-24,2,0,0,2
Oman,2020-02-25,4,0,0,4
Oman,2020-02-26,4,0,0,4
Oman,2020-02-27,6,0,0,6
Oman,2020-02-28,6,0,0,6
Oman,2020-02-29,6,0,0,6
Oman,2020-03-01,6,0,0,6
Oman,2020-03-02,6,0,0,6
Oman,2020-03-03,12,0,0,12
Oman,2020-03-04,15,0,0,15
Oman,2020-03-05,16,0,1,15
Oman,2020-03-06,16,0,1,15
Oman,2020-03-07,16,0,1,15
Oman,2020-03-08,16,0,2,14
Oman,2020-03-09,18,0,2,16
Oman,2020-03-10,18,0,2,16
Oman,2020-03-11,18,0,9,9
Oman,2020-03-12,18,0,9,9
Oman,2020-03-13,20,0,9,11
Oman,2020-03-14,20,0,9,11
Oman,2020-03-15,22,0,9,13
Oman,2020-03-16,24,0,9,15
Oman,2020-03-17,24,0,12,12
Oman,2020-03-18,39,0,13,26
Oman,2020-03-19,48,0,13,35
Oman,2020-03-20,48,0,13,35
Oman,2020-03-21,52,0,13,39
Oman,2020-03-22,55,0,17,38
Oman,2020-03-23,66,0,17,49
Oman,2020-03-24,84,0,17,67
Oman,2020-03-25,99,0,17,82
Oman,2020-03-26,109,0,23,86
Oman,2020-03-27,131,0,23,108
Oman,2020-03-28,152,0,23,129
Oman,2020-03-29,167,0,23,144
Oman,2020-03-30,179,0,29,150
Oman,2020-03-31,192,0,34,158
Oman,2020-04-01,210,1,34,175
Oman,2020-04-02,231,1,57,173
Oman,2020-04-03,252,1,57,194
Oman,2020-04-04,277,2,61,214
Oman,2020-04-05,298,2,61,235
Oman,2020-04-06,331,2,61,268
Oman,2020-04-07,371,2,67,302
Oman,2020-04-08,419,2,72,345
Oman,2020-04-09,457,3,109,345
Oman,2020-04-10,484,3,109,372
Oman,2020-04-11,546,3,109,434
Oman,2020-04-12,599,4,109,486
Oman,2020-04-13,727,4,124,599
Oman,2020-04-14,813,4,130,679
Oman,2020-04-15,910,4,131,775
Oman,2020-04-16,"1,019",4,176,839
Oman,2020-04-17,"1,069",6,176,887
Oman,2020-04-18,"1,180",6,176,998
Oman,2020-04-19,"1,266",6,233,1027
Oman,2020-04-20,"1,410",7,238,1165
Puerto Rico,2020-03-13,3,0,0,3
Puerto Rico,2020-03-14,3,0,0,3
Puerto Rico,2020-03-15,5,0,0,5
Puerto Rico,2020-03-16,5,0,0,5
Puerto Rico,2020-03-17,5,0,0,5
Puerto Rico,2020-03-18,6,0,0,6
Puerto Rico,2020-03-19,6,0,0,6
Puerto Rico,2020-03-20,14,0,0,14
Puerto Rico,2020-03-21,21,1,0,20
Puerto Rico,2020-03-22,23,1,1,21
Puerto Rico,2020-03-23,31,2,1,28
Puerto Rico,2020-03-24,39,2,1,36
Puerto Rico,2020-03-25,51,2,2,47
Puerto Rico,2020-03-26,64,2,2,60
Puerto Rico,2020-03-27,79,3,2,74
Puerto Rico,2020-03-28,100,3,2,95
Puerto Rico,2020-03-29,127,5,2,120
Puerto Rico,2020-03-30,174,6,2,166
Puerto Rico,2020-03-31,239,8,2,229
Puerto Rico,2020-04-01,286,11,2,273
Puerto Rico,2020-04-02,316,12,2,302
Puerto Rico,2020-04-03,378,15,3,360
Puerto Rico,2020-04-04,452,18,4,430
Puerto Rico,2020-04-05,475,20,5,450
Puerto Rico,2020-04-06,513,21,5,487
Puerto Rico,2020-04-07,573,23,6,544
Puerto Rico,2020-04-08,620,24,6,590
Puerto Rico,2020-04-09,683,33,15,635
Puerto Rico,2020-04-10,725,39,15,671
Puerto Rico,2020-04-11,788,42,15,731
Puerto Rico,2020-04-12,897,44,16,837
Puerto Rico,2020-04-13,903,45,16,842
Puerto Rico,2020-04-14,923,45,16,862
Puerto Rico,2020-04-15,974,51,16,907
Puerto Rico,2020-04-16,"1,043",56,18,969
Puerto Rico,2020-04-17,"1,068",58,18,992
Puerto Rico,2020-04-18,"1,118",60,18,1040
Puerto Rico,2020-04-19,"1,213",62,19,1132
Puerto Rico,2020-04-20,"1,252",63,19,1170
Slovakia,2020-03-06,1,0,0,1
Slovakia,2020-03-07,3,0,0,3
Slovakia,2020-03-08,5,0,0,5
Slovakia,2020-03-09,7,0,0,7
Slovakia,2020-03-10,7,0,0,7
Slovakia,2020-03-11,10,0,0,10
Slovakia,2020-03-12,21,0,0,21
Slovakia,2020-03-13,32,0,0,32
Slovakia,2020-03-14,44,0,0,44
Slovakia,2020-03-15,61,0,0,61
Slovakia,2020-03-16,72,0,0,72
Slovakia,2020-03-17,97,0,0,97
Slovakia,2020-03-18,105,0,0,105
Slovakia,2020-03-19,123,0,0,123
Slovakia,2020-03-20,137,0,0,137
Slovakia,2020-03-21,178,0,0,178
Slovakia,2020-03-22,185,0,0,185
Slovakia,2020-03-23,204,0,0,204
Slovakia,2020-03-24,216,0,0,216
Slovakia,2020-03-25,226,0,2,224
Slovakia,2020-03-26,269,0,2,267
Slovakia,2020-03-27,292,0,2,290
Slovakia,2020-03-28,314,0,2,312
Slovakia,2020-03-29,336,0,2,334
Slovakia,2020-03-30,363,1,3,359
Slovakia,2020-03-31,400,1,3,396
Slovakia,2020-04-01,426,1,5,420
Slovakia,2020-04-02,450,1,8,441
Slovakia,2020-04-03,471,1,8,462
Slovakia,2020-04-04,485,1,8,476
Slovakia,2020-04-05,534,1,8,525
Slovakia,2020-04-06,581,2,13,566
Slovakia,2020-04-07,682,2,16,664
Slovakia,2020-04-08,701,2,16,683
Slovakia,2020-04-09,715,2,23,690
Slovakia,2020-04-10,728,2,23,703
Slovakia,2020-04-11,742,2,23,717
Slovakia,2020-04-12,769,2,107,660
Slovakia,2020-04-13,835,2,113,720
Slovakia,2020-04-14,863,2,151,710
Slovakia,2020-04-15,977,8,167,802
Slovakia,2020-04-16,1049,8,167,874
Slovakia,2020-04-17,1089,11,213,865
